"Order ID",SKU,ASIN,Title,"Purchase Date","Last Update Date","Order Status",Fullfillment,"Item Status",Quantity,"Item Price","Item Tax","Shipping Price","Shipping Tax","Gift Price","Gift Tax","Item Promotional Discount","Shipping Promotional Discount","Promotional ID","Shipping City","Shipping State","Shipping Post","Shipping country"
111-5857640-7848260,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa","2018-12-12 02-55-18","2018-12-12 07-49-05",Pending,Amazon,Unshipped,1,20.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,MONTGOMERY,NY,12549-1632,US
111-5863920-2599421,LMP-J51111-0-081618-5.10,B01IF4QV8W,"Zoom Groom","2018-12-12 02-53-38","2018-12-12 03-22-52",Pending,Amazon,Unshipped,1,11.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,CHICAGO,IL,60618-6613,US
113-7385869-9575453,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers, Colanders and Sifters Crafted for Quinoa & Amaranth with Com","2018-12-12 02-53-37","2018-12-12 02-53-43",Pending,Amazon,Unshipped,1,20.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Verona,PA,15147,US
112-9893403-4360205,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers, Colanders and Sifters Crafted for Quinoa & Amaranth with Com","2018-12-12 02-51-58","2018-12-12 02-52-04",Pending,Amazon,Unshipped,1,20.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,HOLLIS,NH,03049-6321,US
114-6894327-0760231,FO-VS0D-4KOY,B01GAVLCGI,"LiveFresh Stainless Steel Heavy Duty Fine Mesh 13"" Splatter Screen with Resting Feet and Handle Grip","2018-12-12 02-46-00","2018-12-12 02-46-13",Pending,Amazon,Unshipped,1,8.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"US Core Free Shipping Promotion A3JU1FCINF5SD0",RIDGEFIELD,WA,98642-7819,US
111-4480412-2597842,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &","2018-12-12 02-39-23","2018-12-12 02-41-07",Pending,Amazon,Unshipped,1,17.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,CAMBRIDGE,MA,02139-3540,US
114-1985725-6307406,ES-2060177-7.99-6.13-18-03-2018,B00COQWPQU,"Dymatize Creatine Micronized Unflavored 10.6 oz (300g)","2018-12-12 02-27-00","2018-12-12 09-45-22",Pending,Amazon,Unshipped,1,13.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,STOCKTON,CA,95205-5631,US
114-3496832-6165056,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa","2018-12-12 02-26-39","2018-12-12 02-26-46",Pending,Amazon,Unshipped,1,20.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,TEMECULA,CA,92592-8956,US
112-7460516-7941040,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa","2018-12-12 02-25-00","2018-12-12 02-25-36",Pending,Amazon,Unshipped,1,20.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"US Core Free Shipping Promotion A3JU1FCINF5SD0",SALEM,Ohio,44460,US
112-8546230-5385826,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers, Colanders and Sifters Crafted for Quinoa & Amaranth with Com","2018-12-12 02-24-54","2018-12-12 02-27-04",Pending,Amazon,Unshipped,1,20.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"POWDER SPRINGS",GA,30127-2549,US
114-9225699-3661067,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &","2018-12-12 02-24-08","2018-12-12 02-24-13",Pending,Amazon,Unshipped,1,17.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,CHICAGO,IL,60647-2940,US
114-4245232-3825066,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa","2018-12-12 02-20-13","2018-12-12 02-22-27",Pending,Amazon,Unshipped,1,20.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,PORTSMOUTH,NH,03801-4990,US
114-7525486-6037057,9D-YS1D-95HO,B00XGL85HK,"LiveFresh Premium Fine Mesh Stainless Steel Strainer with Non Slip Handle for Quinoa, Tea, Soup, Sifting, Baking, Straining - 5-1/2 Inch","2018-12-12 02-18-36","2018-12-12 08-04-52",Shipped,Amazon,Shipped,1,14.97,0.95,0.00,0.00,0.00,0.00,0.00,0.00,,STAMFORD,CT,06905-1922,US
111-4207359-9407440,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers, Colanders and Sifters Crafted for Quinoa & Amaranth with Com","2018-12-12 02-18-15","2018-12-12 06-51-44",Pending,Amazon,Unshipped,1,20.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,superior,Wisconsin,54880,US
112-5618158-9221848,BRK-STA02892OD-0-051718-21,B07B6D8W9R,"Stanley STA02892OD-BRK Master Flask OD","2018-12-12 02-17-21","2018-12-12 02-17-26",Pending,Amazon,Unshipped,1,34.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,ATLANTA,GA,30307-1417,US
111-9655065-4975416,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &","2018-12-12 02-17-11","2018-12-12 02-17-27",Pending,Amazon,Unshipped,1,17.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,BRANDON,FL,33510-2845,US
112-9750121-7251412,ACD-EHP0003-0-101118-7.95,1613170483,"Evil Hat Productions Fate Worlds: Worlds on Fire","2018-12-12 02-17-11","2018-12-12 02-17-15",Pending,Amazon,Unshipped,1,19.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Putnam,CT,06260,US
113-2861847-0731413,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers, Colanders and Sifters Crafted for Quinoa & Amaranth with Com","2018-12-12 02-02-11","2018-12-12 02-02-16",Pending,Amazon,Unshipped,1,20.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,HARRIMAN,TN,37748-4337,US
112-5214112-3724243,RSR-EAREP3-MPR-12.49-111418-8.91,B01B659738,"Surefire EP3 Sonic Defender Ear Protection, Medium","2018-12-12 02-01-41","2018-12-12 10-32-32",Shipped,Amazon,Shipped,1,19.22,1.27,0.00,0.00,0.00,0.00,0.00,0.00,,TABERNACLE,NJ,08088-9219,US
112-4841227-4726669,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa","2018-12-12 01-58-01","2018-12-12 01-58-06",Pending,Amazon,Unshipped,1,20.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"BEN LOMOND",CA,95005-9536,US
111-3507015-6482612,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers, Colanders and Sifters Crafted for Quinoa & Amaranth with Com","2018-12-12 01-46-11","2018-12-12 01-46-17",Pending,Amazon,Unshipped,1,20.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,KINGSTON,WA,98346-9772,US
112-7441350-6329012,LF17CC502YD-112017-SL,B075SLR878,"LiveFresh Unbleached Cheesecloth with 50' All-Natural Unbleached Cooking Twine and Cheesemaking Guide eBook - Grade 50, 2.5 Yards (22.5 sq. feet) - Wa","2018-12-12 01-41-46","2018-12-12 01-41-51",Pending,Amazon,Unshipped,1,5.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,FREMONT,CA,94536-7289,US
113-7201453-7156262,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers, Colanders and Sifters Crafted for Quinoa & Amaranth with Com","2018-12-12 01-40-25","2018-12-12 01-45-42",Pending,Amazon,Unshipped,1,20.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"US Core Free Shipping Promotion A3JU1FCINF5SD0",Jupiter,FL,33458,US
112-3361865-8542626,9D-YS1D-95HO,B00XGL85HK,"LiveFresh Premium Fine Mesh Stainless Steel Strainer with Non Slip Handle for Quinoa, Tea, Soup, Sifting, Baking, Straining - 5-1/2 Inch","2018-12-12 01-33-05","2018-12-12 01-35-40",Pending,Amazon,Unshipped,1,14.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,AVENTURA,FL,33180-3626,US
113-3807212-9654654,9D-YS1D-95HO,B00XGL85HK,"LiveFresh Premium Fine Mesh Stainless Steel Strainer with Non Slip Handle for Quinoa, Tea, Soup, Sifting, Baking, Straining - 5-1/2 Inch","2018-12-12 01-33-00","2018-12-12 07-04-34",Shipped,Amazon,Shipped,1,14.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,CHICO,CA,95973-5018,US
112-4551127-4062613,9D-YS1D-95HO,B00XGL85HK,"LiveFresh Premium Fine Mesh Stainless Steel Strainer with Non Slip Handle for Quinoa, Tea, Soup, Sifting, Baking, Straining - 5-1/2 Inch","2018-12-12 01-30-42","2018-12-12 01-31-47",Canceled,Amazon,Cancelled,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,AVENTURA,FL,33180-3626,US
113-1540687-5157041,0B-K1IQ-514W,B00UPOVWEO,"LiveFresh Premium Quality Fine Mesh Stainless Steel Strainer Sieve Colander - 7-5/8 Inch","2018-12-12 01-28-48","2018-12-12 01-28-53",Pending,Amazon,Unshipped,1,15.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,BROOKLYN,NY,11201-8517,US
112-6837190-7595457,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers, Colanders and Sifters Crafted for Quinoa & Amaranth with Com","2018-12-12 01-26-42","2018-12-12 01-26-49",Pending,Amazon,Unshipped,1,20.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"US Core Free Shipping Promotion A3JU1FCINF5SD0","SANTA CRUZ",CA,95062-4052,US
112-5971808-0504242,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers, Colanders and Sifters Crafted for Quinoa & Amaranth with Com","2018-12-12 01-25-08","2018-12-12 01-26-55",Pending,Amazon,Unshipped,1,20.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"NEW YORK",NY,10065-6324,US
112-5085404-2872234,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa","2018-12-12 01-23-12","2018-12-12 09-45-23",Pending,Amazon,Unshipped,1,20.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,SUMMERVILLE,SC,29485-7414,US
114-5213764-2098600,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &","2018-12-12 01-16-22","2018-12-12 01-18-31",Pending,Amazon,Unshipped,1,17.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"WESTLAKE VILLAGE",CA,91361-4765,US
111-2060374-5064251,0B-K1IQ-514W,B00UPOVWEO,"LiveFresh Premium Quality Fine Mesh Stainless Steel Strainer Sieve Colander - 7-5/8 Inch","2018-12-12 01-11-52","2018-12-12 01-12-04",Pending,Amazon,Unshipped,1,15.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,MANCHESTER,MD,21102-2416,US
111-1147041-9657050,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers, Colanders and Sifters Crafted for Quinoa & Amaranth with Com","2018-12-12 01-09-11","2018-12-12 01-09-17",Pending,Amazon,Unshipped,1,20.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,SOUTHAMPTON,NJ,08088-9061,US
112-6072696-4848269,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa","2018-12-12 01-00-58","2018-12-12 01-01-03",Pending,Amazon,Unshipped,1,20.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"US Core Free Shipping Promotion A3JU1FCINF5SD0",BLANCHESTER,OH,45107-8354,US
112-4149087-6965830,BRK-KBR241-35-102118-21,B01NBKZMBL,"KeyBar Anodized Aluminum Key Organizer Green","2018-12-12 00-59-42","2018-12-12 00-59-46",Pending,Amazon,Unshipped,1,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Gettysburg,PA,17325-8571,US
114-3752061-0140257,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers, Colanders and Sifters Crafted for Quinoa & Amaranth with Com","2018-12-12 00-59-12","2018-12-12 01-00-23",Pending,Amazon,Unshipped,1,20.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Charlestown,MA,02129-3324,US
114-0116588-3997049,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers, Colanders and Sifters Crafted for Quinoa & Amaranth with Com","2018-12-12 00-53-03","2018-12-12 00-53-10",Pending,Amazon,Unshipped,1,20.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Nashua,NH,03062-3007,US
114-6641735-7972256,9D-YS1D-95HO,B00XGL85HK,"LiveFresh Premium Fine Mesh Stainless Steel Strainer with Non Slip Handle for Quinoa, Tea, Soup, Sifting, Baking, Straining - 5-1/2 Inch","2018-12-12 00-49-09","2018-12-12 05-04-08",Shipped,Amazon,Shipped,1,14.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"BONITA SPRINGS",FL,34135-8276,US
111-8419226-9837040,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa","2018-12-12 00-46-10","2018-12-12 01-34-34",Pending,Amazon,Unshipped,1,20.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,WEBSTER,NY,14580-1451,US
111-2659069-7049053,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa","2018-12-12 00-45-27","2018-12-12 00-45-32",Pending,Amazon,Unshipped,1,20.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,DALLAS,TX,75214-3688,US
113-4963163-0993005,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers, Colanders and Sifters Crafted for Quinoa & Amaranth with Com","2018-12-12 00-42-00","2018-12-12 00-53-34",Pending,Amazon,Unshipped,1,20.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,BROOKLYN,NY,11222-1402,US
112-4091601-5159440,9D-YS1D-95HO,B00XGL85HK,"LiveFresh Premium Fine Mesh Stainless Steel Strainer with Non Slip Handle for Quinoa, Tea, Soup, Sifting, Baking, Straining - 5-1/2 Inch","2018-12-12 00-36-48","2018-12-12 00-36-52",Pending,Amazon,Unshipped,1,14.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,BEND,OR,97701-3761,US
113-3272597-6241833,LMP-J51111-0-081618-5.10,B01IF4QV8W,"Zoom Groom","2018-12-12 00-33-23","2018-12-12 10-17-37",Shipped,Amazon,Shipped,1,11.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"NEW PORT RICHEY",FL,34655-6730,US
114-1772201-8878624,9D-YS1D-95HO,B00XGL85HK,"LiveFresh Premium Fine Mesh Stainless Steel Strainer with Non Slip Handle for Quinoa, Tea, Soup, Sifting, Baking, Straining - 5-1/2 Inch","2018-12-12 00-32-09","2018-12-12 10-42-50",Shipped,Amazon,Shipped,1,14.97,0.95,0.00,0.00,0.00,0.00,0.00,0.00,,RIDGEFIELD,CT,06877-1702,US
111-3096120-1748214,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers, Colanders and Sifters Crafted for Quinoa & Amaranth with Com","2018-12-12 00-21-13","2018-12-12 00-21-18",Pending,Amazon,Unshipped,1,20.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Delaware,OH,43015,US
113-7655646-9710601,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &","2018-12-12 00-16-23","2018-12-12 00-16-28",Pending,Amazon,Unshipped,1,17.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"COSTA MESA",CA,92627-4336,US
112-6006849-3265048,GAS-HOG17700-8.76-112818-5.89,B07H3RLYPL,"Hogue 17700 HandAll Beavertail Grip Sleeve, Ruger Security 9, Black","2018-12-12 00-14-55","2018-12-12 10-31-27",Shipped,Amazon,Shipped,1,14.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,WILLOWICK,OH,44095-3652,US
111-0109900-1382659,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &","2018-12-12 00-12-18","2018-12-12 03-41-04",Pending,Amazon,Unshipped,1,17.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"STATEN ISLAND","NEW YORK",10304-2215,US
111-2781194-7573063,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &","2018-12-12 00-05-10","2018-12-12 01-23-56",Pending,Amazon,Unshipped,1,17.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"US Core Free Shipping Promotion A3JU1FCINF5SD0","HOFFMAN ESTATES",IL,60169-2714,US
111-9677620-4497058,LF17CC505YD-112017-SL,B075TD8FYD,"LiveFresh Unbleached Cheesecloth with 50' All-Natural Unbleached Cooking Twine and Cheesemaking Guide eBook - Grade 50, 5.5 Yards (49.5sq feet) - Wash","2018-12-12 00-03-12","2018-12-12 00-04-30",Pending,Amazon,Unshipped,1,7.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,PORTLAND,OR,97203-1364,US
111-0363772-0018612,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa","2018-12-12 00-03-12","2018-12-12 07-48-54",Shipped,Amazon,Shipped,1,20.75,0.00,2.00,0.00,0.00,0.00,0.00,2.00,,PORTLAND,OR,97203-1364,US
114-1745577-2588244,1A-FJZB-LCK3,B0166PC46A,"LiveFresh Premium Grease Splatter Screen for Frying Pan 13"" - Stops 99% of Hot Oil Splash - Protects Skin from Burns - Splatter Guard for Cooking - Ir","2018-12-12 00-02-31","2018-12-12 00-03-39",Pending,Amazon,Unshipped,1,11.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,ANDOVER,MA,01810-3330,US
112-4065791-7830635,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &","2018-12-11 23-56-59","2018-12-11 23-57-10",Pending,Amazon,Unshipped,1,17.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"SALT LAKE CITY",UT,84124,US
111-1954310-4845001,FO-VS0D-4KOY,B01GAVLCGI,"LiveFresh Stainless Steel Heavy Duty Fine Mesh 13"" Splatter Screen with Resting Feet and Handle Grip","2018-12-11 23-55-23","2018-12-11 23-55-28",Pending,Amazon,Unshipped,1,8.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,JEFFERSON,NC,28640-9382,US
113-8029979-7757029,9D-YS1D-95HO,B00XGL85HK,"LiveFresh Premium Fine Mesh Stainless Steel Strainer with Non Slip Handle for Quinoa, Tea, Soup, Sifting, Baking, Straining - 5-1/2 Inch","2018-12-11 23-54-49","2018-12-11 23-54-54",Pending,Amazon,Unshipped,1,14.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"NEW YORK",NY,10001-1255,US
111-3878429-7501840,9D-YS1D-95HO,B00XGL85HK,"LiveFresh Premium Fine Mesh Stainless Steel Strainer with Non Slip Handle for Quinoa, Tea, Soup, Sifting, Baking, Straining - 5-1/2 Inch","2018-12-11 23-53-32","2018-12-11 23-55-48",Pending,Amazon,Unshipped,1,14.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"North Beach",MD,20714-3067,US
113-3450245-8509035,LF17CC502YD-112017-SL,B075SLR878,"LiveFresh Unbleached Cheesecloth with 50' All-Natural Unbleached Cooking Twine and Cheesemaking Guide eBook - Grade 50, 2.5 Yards (22.5 sq. feet) - Wa","2018-12-11 23-50-33","2018-12-12 11-18-33",Shipped,Amazon,Shipped,1,5.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"SANTA CLARA",CA,95051-1132,US
111-3947806-8424227,ESP-4750085-0-060818-26.4,B00CVVHOIC,"Lean 1 (Banana, 15 Servings): Fat-Burning Whey Protein Isolate Meal Replacement, Protein Shake & Appetite Suppressant by Nutrition 53","2018-12-11 23-41-57","2018-12-11 23-42-01",Pending,Amazon,Unshipped,1,57.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,CYPRESS,TX,77433-5767,US
113-9556921-4303417,SSI-2160286-0-052818-13.5,B06Y2YK45X,"Kershaw Pub Carbon Fiber Multifunction Pocket Knife (4036CFX); 1.6-in 8Cr13MoV Stonewash Blade and Carbon Fiber Handle, Includes Screwdriver Tip, Pry","2018-12-11 23-32-20","2018-12-12 06-33-42",Pending,Amazon,Unshipped,1,21.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"LAGUNA HILLS",CA,92653-5008,US
113-7295928-0591409,RSR-TDVTMFP-00643-10.4-091218-8.42,B01MS09QYN,"Tango Down Vickers Base Pad Fits Glock 43/Caliber 9mm","2018-12-11 23-31-23","2018-12-12 08-22-18",Shipped,Amazon,Shipped,1,16.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,GRIMES,IA,50111-4701,US
112-7992600-4094635,SSI-4017784-0-103118-11.64,B07HKNCYM3,"KA-BAR 3085 Coypu Folder, 3.75"" Blade, Clip Point, Black G10 with Bolster","2018-12-11 23-21-26","2018-12-12 09-45-01",Pending,Amazon,Unshipped,1,21.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"HUBER HEIGHTS",OHIO,45424-3550,US
111-5295672-5541825,GAS-SIGMAGPDBL226BLK-0-051618-13,B00162TCBO,"SigTac Magazine Pouch fits SIGP226 and P229, 9mm","2018-12-11 23-19-54","2018-12-11 23-21-47",Pending,Amazon,Unshipped,1,26.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,PITTSTON,PA,18640-9540,US
112-6598348-5197012,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &","2018-12-11 23-19-33","2018-12-12 02-25-47",Pending,Amazon,Unshipped,1,17.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Fayetteville,"New York",13066,US
113-0971603-2505851,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa","2018-12-11 23-18-58","2018-12-11 23-19-03",Pending,Amazon,Unshipped,1,20.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,EVANS,GA,30809-8265,US
111-5224907-7727453,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &","2018-12-11 23-02-40","2018-12-11 23-02-45",Pending,Amazon,Unshipped,1,17.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,DALLAS,TX,75229-4209,US
113-2405140-1434642,0B-K1IQ-514W,B00UPOVWEO,"LiveFresh Premium Quality Fine Mesh Stainless Steel Strainer Sieve Colander - 7-5/8 Inch","2018-12-11 22-58-44","2018-12-11 23-27-57",Pending,Amazon,Unshipped,1,15.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Wakefield,RI,02879-4524,US
113-1190698-1814629,BRK-RB9293-0-073118-84.98,B003EZEOLO,"Officially Licensed RAMBO I MC-RB1SS Hunting Knife Set 14-Inch Overall","2018-12-11 22-58-40","2018-12-11 22-58-44",Pending,Amazon,Unshipped,1,132.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,ALIQUIPPA,PA,15001-5976,US
114-3099287-5261042,LF17CC502YD-112017-SL,B075SLR878,"LiveFresh Unbleached Cheesecloth with 50' All-Natural Unbleached Cooking Twine and Cheesemaking Guide eBook - Grade 50, 2.5 Yards (22.5 sq. feet) - Wa","2018-12-11 22-52-44","2018-12-12 11-07-33",Shipped,Amazon,Shipped,1,5.97,0.40,0.00,0.00,0.00,0.00,0.00,0.00,,Brigantine,NJ,08203,US
112-4835102-3223437,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers, Colanders and Sifters Crafted for Quinoa & Amaranth with Com","2018-12-11 22-46-27","2018-12-11 22-46-33",Pending,Amazon,Unshipped,1,20.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"OWENS CROSS ROADS",AL,35763-9165,US
111-0639686-7557848,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa","2018-12-11 22-42-06","2018-12-11 22-42-37",Pending,Amazon,Unshipped,1,20.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,KAPAAU,HI,96755-3038,US
